"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","TotalDiff","Churn","tenure1","MonthlyCharges1"
"162","Female",0,"Yes","No",20,"Yes","Yes","FO","Yes","No","No","No","No","No","M-T-M","No","EC",82.4,1592.35,55.65,"Yes","12-24","$72-$96"
"163","Female",0,"No","No",2,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",69.7,135.2,4.2,"No","0-12","$48-$72"
"164","Male",0,"No","No",53,"Yes","Yes","DSL","No","Yes","Yes","Yes","No","Yes","2yr","Yes","BT",73.9,3958.25,-41.55,"No","48-60","$72-$96"
"165","Female",0,"Yes","Yes",11,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","MC",20.6,233.9,-7.3,"No","0-12","$0-$24"
"166","Male",0,"Yes","No",69,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",19.9,1363.45,9.65,"No","60-72","$0-$24"
"167","Female",0,"No","No",4,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","BT",70.9,273,10.6,"Yes","0-12","$48-$72"
"168","Male",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","BT",89.05,6254.45,157.15,"No","60-72","$72-$96"
"169","Male",1,"Yes","No",58,"No","Nps","DSL","No","Yes","Yes","No","No","Yes","M-T-M","Yes","EC",45.3,2651.2,-23.8,"Yes","48-60","$24-$48"
"170","Female",0,"Yes","Yes",16,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","EC",20.4,321.4,5,"No","12-24","$0-$24"
"171","Male",0,"Yes","No",43,"Yes","No","FO","Yes","No","Yes","Yes","No","No","1yr","Yes","BT",84.25,3539.25,83.5,"No","36-48","$72-$96"
"172","Female",0,"Yes","No",2,"Yes","Yes","FO","No","No","Yes","Yes","Yes","Yes","M-T-M","Yes","EC",104.4,242.8,-34,"Yes","0-12","$96-$120"
"173","Male",0,"Yes","No",14,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","Yes","2yr","No","MC",81.95,1181.75,-34.45,"No","12-24","$72-$96"
"174","Female",0,"Yes","No",53,"Yes","No","FO","No","No","Yes","No","Yes","Yes","1yr","Yes","BT",94.85,5000.2,26.85,"Yes","48-60","$72-$96"
"175","Female",0,"No","No",32,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","BT",20.55,654.55,3.05,"No","24-36","$0-$24"
"176","Female",0,"Yes","No",34,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","EC",24.7,780.2,59.6,"No","24-36","$24-$48"
"177","Female",1,"No","No",15,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","MC",74.45,1145.7,-28.95,"Yes","12-24","$72-$96"
"178","Female",1,"No","No",7,"Yes","No","FO","Yes","No","No","No","No","No","M-T-M","No","BT",76.45,503.6,31.55,"Yes","0-12","$72-$96"
"179","Female",0,"Yes","Yes",15,"Yes","Yes","FO","No","Yes","Yes","No","Yes","Yes","M-T-M","Yes","BT",105.35,1559.25,21,"No","12-24","$96-$120"
"180","Male",0,"Yes","No",61,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","CC",20.55,1252,1.55,"No","60-72","$0-$24"
"181","Female",0,"No","No",1,"No","Nps","DSL","No","Yes","No","No","No","No","M-T-M","No","BT",29.95,29.95,0,"Yes","0-12","$24-$48"
"182","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","No","MC",45.3,45.3,0,"No","0-12","$24-$48"
"183","Male",0,"No","No",8,"Yes","Yes","FO","No","No","No","No","No","Yes","M-T-M","No","BT",84.5,662.65,13.35,"Yes","0-12","$72-$96"
"184","Male",0,"Yes","Yes",33,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","1yr","No","CC",74.75,2453.3,13.45,"No","24-36","$72-$96"
"185","Female",0,"No","No",13,"Yes","No","FO","No","Yes","Yes","No","No","No","M-T-M","Yes","EC",79.25,1111.65,-81.4,"Yes","12-24","$72-$96"
"186","Female",0,"Yes","No",1,"No","Nps","DSL","No","No","No","No","No","No","M-T-M","Yes","EC",24.8,24.8,0,"Yes","0-12","$24-$48"
"187","Male",0,"No","No",20,"Yes","No","DSL","No","Yes","No","No","No","No","M-T-M","Yes","MC",51.8,1023.85,12.15,"No","12-24","$48-$72"
"188","Male",0,"No","No",3,"No","Nps","DSL","No","No","No","Yes","No","No","M-T-M","No","EC",30.4,82.15,9.05,"No","0-12","$24-$48"
"189","Female",0,"No","No",13,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","EC",19.65,244.8,10.65,"No","12-24","$0-$24"
"190","Female",0,"Yes","No",40,"Yes","Yes","DSL","No","Yes","No","No","No","No","M-T-M","No","CC",56.6,2379.1,-115.1,"No","36-48","$48-$72"
"191","Male",0,"Yes","Yes",43,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","1yr","Yes","CC",71.9,3173.35,-81.65,"No","36-48","$48-$72"
"192","Male",0,"Yes","No",6,"Yes","No","FO","No","Yes","Yes","No","No","Yes","M-T-M","Yes","EC",91,531,15,"Yes","0-12","$72-$96"
"193","Female",0,"Yes","Yes",69,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","BT",19.75,1375.4,-12.65,"No","60-72","$0-$24"
"194","Female",0,"Yes","Yes",72,"Yes","Yes","FO","Yes","Yes","Yes","No","Yes","Yes","2yr","No","CC",109.7,8129.3,-230.9,"No","60-72","$96-$120"
"195","Male",0,"Yes","Yes",59,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",19.3,1192.7,-54,"No","48-60","$0-$24"
"196","Female",0,"Yes","No",20,"Yes","No","FO","Yes","Yes","No","Yes","Yes","No","M-T-M","Yes","EC",96.55,1901.65,29.35,"No","12-24","$96-$120"
"197","Male",0,"Yes","Yes",24,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","BT",24.1,587.4,-9,"No","12-24","$24-$48"
"198","Male",0,"No","No",59,"Yes","Yes","FO","No","Yes","Yes","Yes","Yes","Yes","M-T-M","Yes","EC",111.35,6519.75,49.9,"No","48-60","$96-$120"
"199","Male",0,"Yes","Yes",72,"Yes","Yes","FO","No","Yes","Yes","Yes","Yes","Yes","2yr","Yes","BT",112.25,8041.65,40.35,"No","60-72","$96-$120"
"200","Male",0,"No","Yes",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",20.75,20.75,0,"No","0-12","$0-$24"
"201","Female",0,"Yes","No",27,"Yes","No","FO","Yes","No","No","Yes","Yes","Yes","1yr","Yes","CC",101.9,2681.15,70.15,"No","24-36","$96-$120"
"202","Female",0,"No","No",14,"Yes","No","FO","No","Yes","No","Yes","No","No","M-T-M","Yes","CC",80.05,1112.3,8.4,"No","12-24","$72-$96"
"203","Male",0,"Yes","Yes",71,"Yes","Yes","FO","Yes","No","Yes","No","Yes","Yes","2yr","No","EC",105.55,7405.5,88.55,"No","60-72","$96-$120"
"204","Male",0,"No","Yes",13,"Yes","No","FO","No","No","No","No","Yes","No","M-T-M","Yes","CC",78.3,1033.95,-16.05,"No","12-24","$72-$96"
"205","Male",0,"No","No",44,"Yes","No","FO","No","No","No","No","No","No","M-T-M","No","CC",68.85,2958.95,70.45,"No","36-48","$48-$72"
"206","Female",0,"No","No",33,"Yes","No","FO","No","Yes","No","Yes","No","No","1yr","Yes","BT",79.95,2684.85,-46.5,"No","24-36","$72-$96"
"207","Male",0,"Yes","Yes",72,"No","Nps","DSL","Yes","Yes","Yes","Yes","No","Yes","2yr","Yes","CC",55.45,4179.2,-186.8,"No","60-72","$48-$72"
"208","Male",0,"No","No",1,"Yes","No","FO","No","No","No","No","No","Yes","M-T-M","No","EC",79.9,79.9,0,"Yes","0-12","$72-$96"
"209","Female",0,"No","No",19,"Yes","No","FO","Yes","No","Yes","Yes","Yes","Yes","M-T-M","Yes","EC",106.6,1934.45,90.95,"Yes","12-24","$96-$120"
"210","Male",0,"Yes","No",64,"Yes","No","FO","No","Yes","Yes","Yes","Yes","Yes","1yr","Yes","CC",102.45,6654.1,-97.3,"No","60-72","$96-$120"
"211","Male",0,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","Yes","CC",46,84.5,7.5,"Yes","0-12","$24-$48"
"212","Female",0,"No","No",1,"No","Nps","DSL","No","No","No","No","No","No","M-T-M","No","EC",25.25,25.25,0,"No","0-12","$24-$48"
"213","Male",0,"No","Yes",61,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",19.75,1124.2,80.55,"No","60-72","$0-$24"
"214","Female",0,"Yes","Yes",29,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","EC",20,540.05,39.95,"No","24-36","$0-$24"
"215","Male",1,"Yes","No",23,"Yes","Yes","FO","No","No","No","No","No","Yes","M-T-M","No","EC",86.8,1975.85,20.55,"No","12-24","$72-$96"
"216","Female",0,"Yes","No",57,"No","Nps","DSL","Yes","Yes","Yes","No","Yes","Yes","M-T-M","Yes","BT",58.75,3437.45,-88.7,"No","48-60","$48-$72"
"217","Male",0,"Yes","Yes",72,"No","Nps","DSL","Yes","Yes","Yes","Yes","No","No","2yr","No","CC",45.25,3139.8,118.2,"No","60-72","$24-$48"
"218","Male",0,"Yes","No",66,"No","Nps","DSL","Yes","Yes","Yes","Yes","Yes","No","2yr","Yes","BT",56.6,3789.2,-53.6,"No","60-72","$48-$72"
"219","Male",0,"Yes","Yes",65,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","2yr","Yes","BT",84.2,5324.5,148.5,"No","60-72","$72-$96"
"220","Female",0,"No","No",8,"Yes","No","FO","No","No","No","No","Yes","No","M-T-M","Yes","BT",80,624.6,15.4,"No","0-12","$72-$96"
"221","Female",0,"No","No",4,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",70.15,268.35,12.25,"Yes","0-12","$48-$72"
"222","Female",0,"Yes","No",71,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","BT",24.75,1836.9,-79.65,"No","60-72","$24-$48"
"223","Male",0,"Yes","Yes",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","EC",20.2,20.2,0,"No","0-12","$0-$24"
"224","Male",0,"Yes","No",4,"Yes","No","DSL","No","No","No","Yes","No","No","M-T-M","No","MC",50.05,179.35,20.85,"Yes","0-12","$48-$72"
"225","Female",0,"No","No",12,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","BT",19.35,219.35,12.85,"No","0-12","$0-$24"
"226","Male",0,"No","No",24,"No","Nps","DSL","Yes","No","No","No","Yes","Yes","1yr","Yes","MC",50.6,1288.75,-74.35,"No","12-24","$48-$72"
"227","Female",0,"Yes","Yes",31,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","1yr","Yes","MC",81.15,2545.75,-30.1,"No","24-36","$72-$96"
"228","Female",0,"Yes","No",1,"Yes","No","DSL","No","No","No","No","Yes","No","M-T-M","No","MC",55.2,55.2,0,"Yes","0-12","$48-$72"
"229","Male",0,"No","No",30,"Yes","Yes","FO","No","No","No","Yes","No","Yes","M-T-M","Yes","CC",89.9,2723.15,-26.15,"No","24-36","$72-$96"
"230","Female",0,"Yes","Yes",47,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","2yr","Yes","CC",85.3,4107.25,-98.15,"No","36-48","$72-$96"
"231","Male",0,"No","No",54,"Yes","Yes","FO","Yes","Yes","No","Yes","Yes","Yes","2yr","Yes","CC",108,5760.65,71.35,"No","48-60","$96-$120"
"232","Male",0,"No","No",50,"Yes","No","FO","Yes","Yes","No","Yes","No","Yes","M-T-M","Yes","CC",93.5,4747.5,-72.5,"No","48-60","$72-$96"
"233","Male",0,"No","No",1,"Yes","No","FO","Yes","No","No","No","No","Yes","M-T-M","Yes","MC",84.6,84.6,0,"Yes","0-12","$72-$96"
"234","Female",0,"No","No",72,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",20.25,1566.9,-108.9,"No","60-72","$0-$24"
"235","Female",0,"No","No",29,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","EC",25.15,702,27.35,"No","24-36","$24-$48"
"236","Male",0,"No","No",2,"Yes","Yes","DSL","No","Yes","No","No","No","No","M-T-M","Yes","MC",54.4,114.1,-5.3,"Yes","0-12","$48-$72"
"237","Female",0,"No","No",10,"No","Nps","DSL","No","No","No","Yes","No","No","2yr","Yes","MC",29.6,299.05,-3.05,"No","0-12","$24-$48"
"238","Male",0,"Yes","No",18,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","EC",73.15,1305.95,10.75,"No","12-24","$72-$96"
"239","Female",1,"No","No",11,"Yes","No","FO","No","Yes","No","No","Yes","Yes","M-T-M","Yes","EC",95,1120.3,-75.3,"Yes","0-12","$72-$96"
"240","Male",0,"No","No",16,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",19.75,284.35,31.65,"No","12-24","$0-$24"
"241","Female",0,"No","No",72,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","2yr","No","BT",86.6,6350.5,-115.3,"No","60-72","$72-$96"
"242","Male",0,"No","No",72,"Yes","Yes","FO","No","Yes","Yes","Yes","Yes","Yes","2yr","No","BT",109.2,7878.3,-15.9,"No","60-72","$96-$120"
"243","Female",0,"Yes","Yes",41,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","1yr","Yes","CC",74.7,3187.65,-124.95,"No","36-48","$72-$96"
"244","Female",1,"Yes","No",65,"Yes","No","FO","Yes","Yes","Yes","No","No","Yes","M-T-M","No","EC",94.4,6126.15,9.85,"No","60-72","$72-$96"
"245","Female",1,"No","No",13,"Yes","No","DSL","No","Yes","Yes","No","No","No","M-T-M","Yes","EC",54.8,731.3,-18.9,"No","12-24","$48-$72"
"246","Male",1,"No","No",4,"Yes","No","FO","Yes","No","No","No","No","No","M-T-M","No","EC",75.35,273.4,28,"No","0-12","$72-$96"
"247","Male",0,"No","No",41,"Yes","Yes","DSL","No","No","Yes","No","No","Yes","1yr","No","MC",65,2531.8,133.2,"No","36-48","$48-$72"
"248","Male",1,"No","No",15,"Yes","No","FO","No","Yes","No","No","No","No","M-T-M","Yes","EC",74.4,1074.3,41.7,"Yes","12-24","$72-$96"
"249","Male",0,"No","No",1,"Yes","No","DSL","Yes","No","No","No","No","No","M-T-M","Yes","MC",48.55,48.55,0,"Yes","0-12","$48-$72"
"250","Male",0,"No","No",42,"Yes","Yes","FO","Yes","Yes","Yes","No","No","Yes","1yr","Yes","EC",99,4298.45,-140.45,"No","36-48","$96-$120"
"251","Female",0,"Yes","No",51,"Yes","No","FO","Yes","Yes","Yes","No","Yes","No","1yr","Yes","EC",93.5,4619.55,148.95,"No","48-60","$72-$96"
"252","Female",0,"Yes","Yes",2,"Yes","No","FO","No","No","No","No","No","No","M-T-M","No","EC",70.4,147.15,-6.35,"Yes","0-12","$48-$72"
"253","Male",1,"Yes","No",1,"No","Nps","DSL","No","Yes","No","No","Yes","No","M-T-M","No","EC",40.2,40.2,0,"Yes","0-12","$24-$48"
"254","Male",0,"No","Yes",32,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","1yr","No","CC",83.7,2633.3,45.1,"No","24-36","$72-$96"
"255","Male",0,"No","No",10,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","MC",19.85,193.05,5.45,"No","0-12","$0-$24"
"256","Female",0,"Yes","Yes",67,"No","Nps","DSL","No","Yes","Yes","Yes","Yes","Yes","2yr","Yes","EC",59.55,4103.9,-114.05,"No","60-72","$48-$72"
"257","Female",0,"Yes","Yes",61,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","2yr","No","CC",115.1,7008.15,12.95,"No","60-72","$96-$120"
"258","Male",0,"No","No",50,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","1yr","No","CC",114.35,5791.1,-73.6,"No","48-60","$96-$120"
"259","Female",0,"Yes","No",2,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","Yes","CC",44.6,80.55,8.65,"Yes","0-12","$24-$48"
"260","Female",1,"Yes","No",29,"No","Nps","DSL","Yes","No","Yes","No","No","Yes","M-T-M","Yes","EC",45,1228.65,76.35,"No","24-36","$24-$48"
"261","Male",1,"No","No",3,"No","Nps","DSL","No","No","Yes","No","No","Yes","M-T-M","Yes","EC",41.15,132.2,-8.75,"Yes","0-12","$24-$48"
"262","Male",1,"No","No",13,"Yes","Yes","FO","No","Yes","Yes","No","Yes","Yes","M-T-M","Yes","EC",106.9,1364.3,25.4,"Yes","12-24","$96-$120"
"263","Male",1,"Yes","No",57,"Yes","Yes","FO","No","Yes","No","No","No","Yes","M-T-M","Yes","EC",89.85,4925.35,196.1,"No","48-60","$72-$96"
"264","Female",0,"No","No",31,"No","Nps","DSL","Yes","Yes","No","Yes","No","Yes","2yr","Yes","BT",49.85,1520.1,25.25,"No","24-36","$48-$72"
"265","Female",0,"Yes","No",45,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","1yr","No","MC",113.3,5032.25,66.25,"No","36-48","$96-$120"
"266","Female",0,"Yes","Yes",61,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","No","MC",88.1,5526.75,-152.65,"No","60-72","$72-$96"
"267","Male",0,"No","No",50,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","BT",24.9,1195.25,49.75,"No","48-60","$24-$48"
"268","Female",1,"No","No",19,"Yes","No","FO","Yes","Yes","No","Yes","Yes","Yes","M-T-M","Yes","MC",105,2007.25,-12.25,"No","12-24","$96-$120"
"269","Male",0,"No","No",59,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",19.35,1099.6,42.05,"Yes","48-60","$0-$24"
"270","Female",0,"Yes","No",71,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","CC",24.25,1732.95,-11.2,"No","60-72","$24-$48"
"271","Female",1,"No","No",16,"Yes","No","FO","No","No","No","Yes","Yes","Yes","M-T-M","Yes","EC",94.45,1511.2,0,"Yes","12-24","$72-$96"
"272","Male",0,"Yes","No",57,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","2yr","Yes","EC",59.75,3450.15,-44.4,"No","48-60","$48-$72"
"273","Male",0,"No","No",1,"No","Nps","DSL","No","No","No","No","No","No","M-T-M","No","BT",24.8,24.8,0,"Yes","0-12","$24-$48"
"274","Male",1,"Yes","No",20,"Yes","Yes","FO","No","Yes","No","Yes","Yes","Yes","M-T-M","No","EC",107.05,2172.05,-31.05,"No","12-24","$96-$120"
"275","Male",0,"No","No",1,"Yes","No","FO","No","No","No","No","No","No","M-T-M","No","MC",70.6,70.6,0,"Yes","0-12","$48-$72"
"276","Male",0,"Yes","No",5,"Yes","Yes","FO","No","Yes","No","Yes","No","No","M-T-M","Yes","EC",85.4,401.1,25.9,"Yes","0-12","$72-$96"
"277","Female",0,"Yes","No",52,"Yes","Yes","FO","No","Yes","Yes","No","Yes","Yes","M-T-M","Yes","EC",105.05,5624.85,-162.25,"Yes","48-60","$96-$120"
"278","Male",1,"Yes","No",21,"Yes","No","DSL","Yes","Yes","No","No","No","Yes","M-T-M","Yes","BT",64.95,1339.8,24.15,"No","12-24","$48-$72"
"279","Male",0,"No","No",14,"No","Nps","DSL","No","No","Yes","Yes","Yes","Yes","M-T-M","Yes","EC",55,771.95,-1.95,"No","12-24","$48-$72"
"280","Female",0,"No","No",5,"Yes","No","DSL","No","Yes","No","No","No","No","M-T-M","No","BT",50.55,244.75,8,"No","0-12","$48-$72"
"281","Female",0,"No","No",6,"Yes","No","DSL","Yes","Yes","No","No","No","No","M-T-M","No","MC",55.15,322.9,8,"No","0-12","$48-$72"
"282","Female",0,"No","No",10,"Yes","No","DSL","No","Yes","No","No","No","No","M-T-M","No","EC",51.2,498.25,13.75,"No","0-12","$48-$72"
"283","Female",0,"No","Yes",1,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",25.4,25.4,0,"No","0-12","$24-$48"
"284","Female",0,"No","No",68,"Yes","Yes","DSL","Yes","No","No","No","No","No","M-T-M","No","MC",54.45,3687.75,14.85,"No","60-72","$48-$72"
"285","Male",0,"Yes","Yes",18,"Yes","No","FO","No","No","Yes","No","Yes","Yes","M-T-M","No","MC",95.15,1779.95,-67.25,"Yes","12-24","$72-$96"
"286","Female",0,"No","No",22,"Yes","Yes","FO","No","No","No","No","No","No","1yr","Yes","CC",76,1783.6,-111.6,"No","12-24","$72-$96"
"287","Female",0,"No","No",20,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","Yes","EC",44.35,927.15,-40.15,"No","12-24","$24-$48"
"288","Male",0,"Yes","No",1,"Yes","No","FO","No","No","No","No","No","No","M-T-M","No","EC",70,70,0,"Yes","0-12","$48-$72"
"289","Male",1,"No","No",8,"Yes","No","FO","No","Yes","No","No","No","No","M-T-M","Yes","EC",74.5,606.55,-10.55,"Yes","0-12","$72-$96"
"290","Male",0,"No","No",10,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","Yes","CC",44.85,435.4,13.1,"Yes","0-12","$24-$48"
"291","Male",1,"No","No",24,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","EC",76.1,1712.7,113.7,"Yes","12-24","$72-$96"
"292","Male",0,"No","No",35,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","1yr","No","MC",61.2,2021.2,120.8,"No","24-36","$48-$72"
"293","Male",0,"Yes","Yes",23,"Yes","No","FO","No","Yes","Yes","Yes","No","No","1yr","No","MC",86.8,1940.8,55.6,"No","12-24","$72-$96"
"294","Female",1,"No","No",6,"Yes","No","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","EC",89.35,567.8,-31.7,"No","0-12","$72-$96"
"295","Female",0,"No","No",12,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",19.7,220.35,16.05,"No","0-12","$0-$24"
"296","Male",0,"No","No",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",20.25,20.25,0,"No","0-12","$0-$24"
"297","Female",0,"Yes","Yes",71,"Yes","No","FO","No","No","Yes","No","No","No","2yr","No","EC",76.05,5436.45,-36.9,"No","60-72","$72-$96"
"298","Male",1,"Yes","No",35,"Yes","Yes","FO","No","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",100.8,3437.5,90.5,"No","24-36","$96-$120"
"299","Male",0,"Yes","Yes",40,"Yes","Yes","DSL","No","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",74.55,3015.75,-33.75,"No","36-48","$72-$96"
"300","Female",0,"No","Yes",1,"Yes","No","FO","Yes","No","No","No","No","No","M-T-M","Yes","MC",73.6,73.6,0,"Yes","0-12","$72-$96"
"301","Male",0,"No","No",23,"Yes","No","DSL","No","No","No","No","Yes","Yes","1yr","Yes","BT",64.9,1509.8,-17.1,"No","12-24","$48-$72"
"302","Female",1,"No","No",4,"Yes","Yes","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","EC",95.45,396.1,-14.3,"Yes","0-12","$72-$96"
"303","Male",0,"No","No",4,"Yes","No","FO","No","No","Yes","Yes","No","Yes","M-T-M","Yes","EC",90.4,356.65,4.95,"No","0-12","$72-$96"
"304","Female",0,"Yes","Yes",68,"No","Nps","DSL","No","Yes","Yes","Yes","Yes","Yes","2yr","No","CC",60.3,4109,-8.6,"No","60-72","$48-$72"
"305","Male",0,"No","Yes",38,"Yes","Yes","FO","No","Yes","No","No","No","No","M-T-M","Yes","MC",81.85,3141.7,-31.4,"No","36-48","$72-$96"
"306","Male",0,"Yes","Yes",52,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",24.8,1229.1,60.5,"No","48-60","$24-$48"
"307","Male",1,"Yes","No",32,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","EC",74.9,2303.35,93.45,"Yes","24-36","$72-$96"
"308","Male",0,"Yes","Yes",29,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","2yr","No","MC",75.55,2054.4,136.55,"No","24-36","$72-$96"
"309","Male",1,"Yes","Yes",38,"Yes","Yes","FO","No","Yes","No","No","Yes","Yes","M-T-M","No","EC",101.15,3741.85,101.85,"No","36-48","$96-$120"
"310","Male",0,"No","Yes",48,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","1yr","Yes","CC",78.75,3682.45,97.55,"No","36-48","$72-$96"
"311","Female",0,"No","No",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","BT",19.25,19.25,0,"No","0-12","$0-$24"
"312","Female",0,"No","No",22,"Yes","No","FO","Yes","No","No","Yes","No","Yes","M-T-M","Yes","EC",89.05,1886.25,72.85,"No","12-24","$72-$96"
"313","Female",0,"No","No",43,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","2yr","No","CC",115.05,4895.1,52.05,"No","36-48","$96-$120"
"314","Female",1,"Yes","No",5,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",69.35,341.6,5.15,"No","0-12","$48-$72"
"315","Male",0,"No","No",5,"Yes","No","FO","No","No","No","No","Yes","No","M-T-M","Yes","EC",80.6,415.55,-12.55,"Yes","0-12","$72-$96"
"316","Male",0,"Yes","Yes",51,"Yes","Yes","FO","Yes","Yes","No","Yes","Yes","Yes","1yr","No","CC",110.05,5686.4,-73.85,"No","48-60","$96-$120"
"317","Male",0,"No","No",71,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","CC",19.9,1355.1,57.8,"No","60-72","$0-$24"
"318","Female",0,"Yes","Yes",38,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","1yr","No","CC",80.3,3058.65,-7.25,"Yes","36-48","$72-$96"
"319","Male",1,"Yes","No",24,"Yes","No","FO","No","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",93.15,2231.05,4.55,"Yes","12-24","$72-$96"
"320","Male",0,"Yes","No",35,"Yes","Yes","FO","No","No","No","Yes","Yes","No","M-T-M","Yes","CC",91.5,3236.35,-33.85,"No","24-36","$72-$96"
"321","Female",1,"No","No",54,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","1yr","No","BT",82.45,4350.1,102.2,"Yes","48-60","$72-$96"
"322","Female",0,"Yes","Yes",72,"No","Nps","DSL","No","Yes","Yes","Yes","Yes","Yes","2yr","Yes","EC",60,4264,56,"No","60-72","$48-$72"
"323","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","Yes","EC",44.8,44.8,0,"No","0-12","$24-$48"
"324","Female",0,"Yes","Yes",9,"Yes","No","DSL","Yes","No","No","No","No","No","1yr","No","MC",48.6,422.3,15.1,"No","0-12","$48-$72"
"325","Male",0,"No","No",69,"No","Nps","DSL","Yes","Yes","No","Yes","Yes","Yes","2yr","Yes","BT",60.05,4176.7,-33.25,"No","60-72","$48-$72"
